8.589855	33.844454	0.130182	-8.420075	-0.324278	99.061468	-9.369388	0.654622	4.548411	-340.278376	-298.178539	-15.771861	0.763244	-47.592439	17.099913	25.937935	23.118714	18.867697	-312.399429	350.114886	-0.739167	47.236614	-39.120181	78.229542	13.058088	-26.117895	8.860421	339.265705	-337.474365	-23.120922	-70.087943	-8.744400	85.521752	-171.608703	156.127328	59.271888	-347.076873	343.629239	-17.783194	-10.808802	-22.594074	10.764652	-353.189864	-310.945173	-3.737635	31.034367	-21.864965	1.653843	355.987483	300.321115	-1.310478	-356.570262	-289.575725	-1.232281	-356.132392	-343.383899	-13.319507	
8.883664	34.189612	-0.474272	-8.592195	3.239962	91.862224	-8.782853	0.797053	4.681462	-349.384220	-297.082075	-8.718952	0.248671	-47.561345	15.880881	25.464659	22.830919	20.970693	-313.022944	351.531795	-1.110443	45.411249	-42.854549	74.906122	11.708401	-27.756392	8.495794	335.605953	-337.274896	-20.852688	-74.523434	-15.156936	79.472001	-174.875350	157.751957	64.697012	-343.631971	344.711223	-18.064779	-12.889302	-20.109813	10.295467	-1.163810	42.110676	0.924615	35.175046	-16.707595	9.182841	354.986996	303.491989	-2.386369	-357.132222	-292.814108	-0.811827	-345.580569	-342.969470	-18.299196	
8.980779	34.962133	-1.011341	-12.456432	2.775729	84.217781	-3.363584	-2.321224	5.625087	-358.912825	-298.018494	-1.171658	-0.463935	-46.299474	14.812855	28.692050	22.399801	23.244923	-318.096654	351.861393	-3.798996	42.623856	-46.081366	67.380169	10.170864	-28.501856	8.107173	332.062533	-337.189327	-19.224083	-80.370267	-20.532781	73.202851	-178.914519	159.418127	74.774730	-343.110172	345.372822	-19.523204	-12.608482	-21.374103	10.093997	-359.125954	-324.883184	-0.073435	15.990068	-11.146904	2.736304	-2.111988	-59.317029	0.537464	-346.762629	-294.923325	-9.320718	-345.838669	-341.495515	-20.678821	
9.185321	36.306469	-1.531720	-13.311214	1.520559	77.888531	2.267232	-0.445779	6.989010	-3.437537	60.167968	2.283887	-1.987928	-45.825111	13.299733	32.659949	22.386725	22.644433	-323.845132	353.996237	-6.846594	44.090294	-47.995499	61.260457	7.728013	-29.359011	7.738889	332.772107	-337.134686	-19.020886	-89.157141	-23.192556	65.536401	-183.694859	-201.797127	83.239786	-346.340360	348.129050	-22.802885	-11.558824	-17.822393	11.570444	-355.426423	-333.374940	-0.942983	-350.447735	357.271585	-0.721686	1.167766	-57.984917	3.665272	-338.054657	-296.844822	-16.179495	-344.505826	-340.742801	-24.147981	
9.308880	37.805629	-2.034240	-14.332180	3.333749	72.430910	3.942305	1.317238	7.230287	-7.996053	58.306796	5.568234	-1.937096	-47.024820	13.805306	33.298872	22.490412	21.868252	-325.821243	356.682741	-8.039274	46.551467	-49.258592	57.100335	7.672685	-30.075173	8.149558	334.119376	-336.894700	-17.529830	-96.570123	-23.824398	59.575654	-189.924333	-205.409109	90.645719	-347.583427	346.942154	-23.933952	-10.158023	-16.736150	12.499505	-357.055970	-338.138095	-0.333764	-357.669376	-351.789239	-3.479019	1.624021	-58.496395	4.144080	-332.218015	-297.157671	-20.921688	-347.387318	-340.555162	-26.267713	
9.451042	39.185357	-2.457905	-13.716421	7.524748	68.540523	1.927890	3.639724	6.677469	-11.876113	56.586377	8.192702	-1.625015	-48.344617	14.507446	31.177169	22.698335	20.901452	-325.267888	357.334942	-7.825039	47.881411	-49.186595	61.554715	4.776707	-29.543842	6.712991	335.711957	-336.728180	-16.624347	-101.000060	-24.109584	56.131664	-198.790506	-211.245792	91.722014	-344.486619	348.805730	-24.831295	-9.060335	-17.501161	12.861256	-0.313907	24.794923	0.241003	330.404463	-341.571740	-1.483712	-2.064115	-58.191967	0.531421	-329.888347	-296.975715	-22.914678	-347.766066	-338.599351	-25.364938	
9.636223	40.020333	-2.817827	-14.755641	12.863210	65.634476	-0.603081	2.374464	6.291048	-16.049093	55.518300	11.007109	-1.063847	-48.529189	14.532581	31.465690	23.004985	18.702147	-327.332326	356.933819	-8.799426	45.867417	-45.872079	60.369397	5.191883	-31.642664	6.891989	334.128528	-336.591850	-14.871920	-101.505795	-25.462232	55.596878	-207.201446	-217.746274	91.533118	-342.568374	353.257374	-27.030811	-6.918872	-22.814991	12.915937	-7.395838	38.657032	3.637032	333.053812	-341.924151	-7.277309	352.962966	300.216203	-4.276980	-329.446680	-297.112401	-23.249168	-347.983812	-332.735525	-20.739905	
9.914977	40.359606	-3.084547	-15.287341	17.327293	62.771984	-2.391159	0.709039	5.942947	-20.566983	54.892887	14.112326	-1.284120	-48.672237	14.157433	30.249039	23.146623	17.884805	-327.981659	354.484322	-8.894381	42.602699	-42.905663	59.568557	4.174479	-33.507271	6.284627	332.432565	-336.525979	-13.609684	-103.747121	-28.713148	53.532969	-213.498949	-223.162013	96.177038	-342.276725	352.309235	-27.291154	-3.538753	-25.816125	14.385138	-21.625640	53.992371	15.399400	-23.945372	14.276417	0.464617	349.320317	300.442063	-7.860599	-330.641717	-299.752132	-21.536317	-350.846044	-328.737706	-20.957450	
10.325063	40.301324	-3.267438	-15.105282	21.032645	59.351098	-3.604408	-1.132980	5.617676	-25.874974	54.520078	17.877282	-1.289040	-48.266589	14.543689	25.959402	23.173897	18.454284	-326.003499	351.131000	-7.712235	39.770572	-41.029833	58.566050	3.682549	-34.055305	5.637765	331.784817	-336.435985	-12.409980	-108.457035	-33.054320	49.518112	-217.894913	-227.213900	101.020182	-342.505373	348.737483	-26.460861	-0.386082	-26.125722	16.305577	-40.448222	66.927294	35.376745	338.333848	-343.009468	-1.716657	347.152524	302.864977	-9.966501	-332.124387	-304.377810	-19.033594	-350.179035	-331.098656	-26.905378	
10.985379	39.986298	-3.332955	-12.615090	24.176654	55.788417	-5.878819	-1.670460	5.044323	-29.401317	54.424452	20.474014	-1.045893	-48.454430	15.562292	19.456958	23.397251	17.691101	-321.329574	348.873649	-5.308147	39.724403	-39.510294	58.301769	3.447301	-34.490767	5.193906	333.974904	-336.276267	-11.527038	-114.677671	-36.601781	44.543050	-222.576584	-228.635126	103.955729	-343.958454	349.357527	-27.852090	0.189110	-22.212219	17.077725	-66.016447	76.855697	63.501285	342.080781	-336.957019	-8.856236	344.238109	308.241893	-12.571878	-334.626531	-308.706237	-15.913917	-345.189227	-334.442608	-32.210997	
